City,Country,Lat,Lng,Description,Humidity,MaxTemp,Cloudiness,WindSpeed
Port Macquarie,AU,-31.4333,152.9167,few clouds,59,77.9,12,11.52
Kjopsvik,NO,68.097,16.3742,broken clouds,82,33.67,80,10.25
Brae,GB,60.3964,-1.353,overcast clouds,86,44.22,97,41.94
Hami,CN,42.8,93.45,scattered clouds,38,31.77,49,4.18
Galesong,ID,-5.3166,119.3661,overcast clouds,68,86.02,96,7.58
Swidnik,PL,51.219,22.6962,mist,98,37.29,100,3.44
Natal,BR,-5.795,-35.2094,scattered clouds,88,75.85,40,3.44
Ormond Beach,US,29.2858,-81.0559,clear sky,82,58.01,0,3.44
Wenling,CN,28.3669,121.36,overcast clouds,72,59.92,90,5.64
Kutum,SD,14.2,24.6667,broken clouds,41,48.85,64,6.24
Mashhad,IR,36.297,59.6062,light snow,92,14.14,100,11.5
Orchard Homes,US,46.8633,-114.0484,mist,93,28.54,100,3.44
Pirogovo,RU,56.7796,53.1495,overcast clouds,83,-12.35,86,7.38
Diego De Almagro,CL,-26.3667,-70.05,clear sky,46,64.89,1,1.9
Kulim,MY,5.365,100.5618,broken clouds,75,89.13,79,3.89
Bull Savanna,JM,17.8868,-77.5902,clear sky,85,71.04,0,4.54
Taltal,CL,-25.4,-70.4833,few clouds,75,68.7,11,4.63
Chicama,PE,-7.8447,-79.1469,broken clouds,76,66.74,83,3.18
Lapua,FI,62.9693,23.0088,overcast clouds,97,33.12,100,8.84
Phan Thiet,VN,10.9333,108.1,overcast clouds,65,83.03,90,10.0
Dharmadam,IN,11.7833,75.4333,few clouds,42,81.68,11,1.05
Los Llanos De Aridane,ES,28.6585,-17.9182,overcast clouds,79,60.55,100,9.22
Polovinnoye,RU,54.7914,65.9864,overcast clouds,88,2.79,100,13.58
Puerto Escondido,MX,15.85,-97.0667,clear sky,77,75.56,0,5.57
Safford,US,32.834,-109.7076,clear sky,53,47.32,0,6.91
Santiago,CL,-33.4569,-70.6483,clear sky,61,71.85,0,8.05
Pudozh,RU,61.8099,36.5345,snow,94,23.25,100,13.27
Arenapolis,BR,-14.4503,-56.8461,light rain,98,70.88,100,3.74
Cabra,ES,37.4725,-4.4421,clear sky,87,46.8,8,2.53
Guaruja,BR,-23.9931,-46.2564,overcast clouds,26,73.89,100,3.13
Odienne,CI,9.51,-7.5692,few clouds,25,67.44,15,2.86
Trelew,AR,-43.249,-65.3051,light rain,87,62.69,100,9.93
Buraydah,SA,26.326,43.975,clear sky,63,49.06,10,5.7
Mumbwa,ZM,-14.9783,27.0619,overcast clouds,96,64.44,99,2.77
Kachug,RU,53.9606,105.8817,overcast clouds,71,6.4,100,5.41
Itarema,BR,-2.9248,-39.9167,scattered clouds,80,77.22,44,8.7
Barkhan,PK,29.8977,69.5256,broken clouds,34,55.17,83,6.44
Kabale,UG,-1.2486,29.9899,overcast clouds,86,59.04,87,1.1
Bondo,CD,3.8146,23.6866,overcast clouds,51,64.85,99,1.39
Lerwick,GB,60.1545,-1.1494,overcast clouds,82,46.4,98,45.34
Baijiantan,CN,45.6333,85.1833,light snow,55,24.71,100,27.49
Bosaso,SO,11.2842,49.1816,broken clouds,64,77.7,58,7.49
Ponta Delgada,PT,37.7333,-25.6667,broken clouds,76,56.12,75,2.3
Kungurtug,RU,50.5994,97.5228,light snow,92,12.0,100,3.49
Kultuk,RU,51.7208,103.6956,light snow,87,10.35,100,7.38
Mandiana,GN,10.6333,-8.6833,clear sky,27,68.85,2,5.3
Bud,US,39.447,-86.1758,overcast clouds,91,42.64,100,6.4
Jumla,NP,29.2747,82.1838,clear sky,13,56.82,0,4.16
Isangel,VU,-19.55,169.2667,broken clouds,66,80.8,66,5.79
Avera,US,33.194,-82.5271,broken clouds,64,44.65,80,6.73
Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,few clouds,94,66.29,19,3.94
Bintulu,MY,3.1667,113.0333,broken clouds,76,82.24,83,3.49
Madimba,TZ,-10.4,40.3333,light rain,81,79.38,98,2.86
Tumpat,MY,6.1978,102.171,overcast clouds,77,86.18,86,1.52
Gore,NZ,-46.1028,168.9436,scattered clouds,45,64.11,44,7.47
Straubing,DE,48.8833,12.5667,overcast clouds,79,41.88,92,7.14
Bathsheba,BB,13.2167,-59.5167,few clouds,78,79.41,20,14.97
Nongan,CN,44.382,125.1685,broken clouds,66,32.25,79,17.58
Esmeraldas,BR,-19.7625,-44.3139,overcast clouds,93,67.06,93,1.61
Encheng,CN,22.1839,112.3026,overcast clouds,73,64.96,100,5.5
Polyarnyye Zori,RU,67.3661,32.4981,overcast clouds,97,6.85,100,3.18
Semey,KZ,50.4111,80.2275,scattered clouds,70,-14.58,40,4.47
Pochutla,MX,15.7432,-96.4661,clear sky,80,73.81,1,3.94
Santa Isabel,BR,-23.3156,-46.2214,overcast clouds,98,67.3,100,1.41
Requena,ES,39.4883,-1.1004,scattered clouds,86,46.8,49,8.52
Coihaique,CL,-45.5752,-72.0662,scattered clouds,93,47.01,40,1.14
Urucui,BR,-7.2294,-44.5561,broken clouds,72,75.99,67,1.63
Rujewa,TZ,-8.7,34.3833,broken clouds,88,66.04,59,1.9
Vanavara,RU,60.34,102.2797,overcast clouds,93,-20.7,100,9.26
Ranau,MY,5.9538,116.6641,light rain,65,81.91,100,0.67
Sur,OM,22.5667,59.5289,clear sky,67,76.95,0,8.93
Nova Russas,BR,-4.7067,-40.5631,few clouds,83,71.2,24,4.99
Whitehorse,CA,60.7161,-135.0538,broken clouds,99,2.46,62,6.35
Lisakovsk,KZ,52.5369,62.4936,broken clouds,89,-1.79,66,10.11
Mutoko,ZW,-17.397,32.2268,broken clouds,85,66.22,54,2.37
Komsomolskiy,UZ,40.4272,71.7189,broken clouds,63,21.92,75,4.61
Sunrise Manor,US,36.2111,-115.0731,clear sky,47,53.22,0,20.71
Tulagi,SB,-9.0996,160.1476,overcast clouds,69,83.26,88,6.46
Westport,US,41.1415,-73.3579,overcast clouds,65,38.55,100,9.22
Zilair,RU,52.2332,57.4392,few clouds,96,-7.83,16,3.89
Nalut,LY,30.3333,10.85,clear sky,57,46.92,0,6.85
Sukabumi,ID,-6.9181,106.9267,broken clouds,53,84.4,77,5.39
Krasnyy Chikoy,RU,50.3643,108.7512,broken clouds,85,19.58,79,0.96
General Pico,AR,-35.6566,-63.7568,light rain,86,67.23,100,9.31
Kushima,JP,31.4583,131.2333,clear sky,51,60.51,2,4.68
Gushikawa,JP,26.3544,127.8686,broken clouds,58,72.99,75,13.8
Lanigan,CA,51.8501,-105.0344,overcast clouds,98,0.41,100,3.2
Bonthe,SL,7.5264,-12.505,clear sky,90,75.7,2,2.04
Coralville,US,41.6764,-91.5805,few clouds,80,35.19,20,4.61
Chulym,RU,55.0997,80.9572,broken clouds,97,-28.32,58,6.06
Laguna,US,38.421,-121.4238,overcast clouds,87,50.76,100,14.97
Kerrobert,CA,51.9168,-109.1348,overcast clouds,97,6.85,99,2.44
Banjar,ID,-8.19,114.9675,overcast clouds,64,83.34,100,2.19
Irituia,BR,-1.7711,-47.4381,overcast clouds,99,71.67,100,2.57
Yagodnoye,RU,62.55,149.6667,scattered clouds,97,-42.5,32,3.27
Bay Roberts,CA,47.5999,-53.2648,overcast clouds,88,26.33,100,1.99
Pangnirtung,CA,66.1451,-65.7125,clear sky,84,-25.44,4,3.96
San Policarpo,PH,12.1791,125.5072,light rain,91,76.46,100,16.49
Naze,JP,28.3667,129.4833,overcast clouds,57,62.47,92,12.55
Myitkyina,MM,25.3833,97.4,clear sky,33,76.6,0,0.87
Nyurba,RU,63.2842,118.3319,broken clouds,96,-35.68,80,5.66
Dali,CN,25.7,100.1833,clear sky,37,57.67,1,7.09
Kununurra,AU,-15.7667,128.7333,broken clouds,46,96.78,84,4.61
Robertsport,LR,6.7533,-11.3686,clear sky,82,78.55,1,1.97
Bilibino,RU,68.0546,166.4372,overcast clouds,98,-14.17,100,3.69
Yashkino,RU,55.8736,85.4265,overcast clouds,95,-22.61,100,8.55
Sheltozero,RU,61.3667,35.3667,light snow,91,24.57,100,15.37
Oranjemund,NA,-28.55,16.4333,overcast clouds,85,62.58,100,6.58
Imphal,IN,24.8167,93.95,haze,64,67.91,20,4.61
Miraflores,MX,19.2167,-98.8083,broken clouds,67,57.85,54,1.32
Mumford,GH,5.2618,-0.759,scattered clouds,89,76.37,28,4.25
El Sauce,NI,12.8869,-86.539,clear sky,67,72.75,5,4.9
Puttur,IN,12.7667,75.2167,clear sky,31,80.71,5,2.84
Seagoville,US,32.6396,-96.5383,clear sky,75,69.17,0,11.5
Dumas,US,35.8656,-101.9732,clear sky,39,51.53,0,10.36
El Tigre,VE,8.8875,-64.2454,few clouds,81,72.88,19,11.1
Tayu,ID,-6.5397,111.0518,overcast clouds,63,86.94,100,3.89
Darhan,MN,49.4867,105.9228,overcast clouds,91,9.81,90,5.21
Kambove,CD,-10.8764,26.5969,overcast clouds,97,60.69,97,1.3
Oktyabrskoye,RU,43.0645,44.7417,light snow,86,14.14,100,4.47
Shimoda,JP,34.6667,138.95,overcast clouds,73,49.1,97,3.67
Khonsa,IN,27.0167,95.5667,clear sky,36,66.13,6,4.32
Ostrovnoy,RU,68.0531,39.5131,light snow,91,17.74,100,20.54
Montego Bay,JM,18.4712,-77.9188,few clouds,83,75.0,20,2.3
Xai-Xai,MZ,-25.0519,33.6442,scattered clouds,70,76.26,36,6.89
Bhatkal,IN,13.9667,74.5667,clear sky,38,81.09,2,3.38
Rock Sound,BS,24.9,-76.2,clear sky,62,73.87,5,5.93
Bichura,RU,50.5881,107.6022,overcast clouds,91,15.28,99,2.48
Ilhabela,BR,-23.7781,-45.3581,overcast clouds,91,73.56,100,2.53
Nicosia,CY,35.1667,33.3667,scattered clouds,76,48.29,40,4.61
Puerto Parra,CO,6.6515,-74.0573,overcast clouds,99,69.94,94,0.74
Straumen,NO,63.8709,11.2999,light rain,78,42.8,100,7.29
Spasskoye,RU,44.6108,132.7969,overcast clouds,82,27.99,100,5.35
Beyneu,KZ,45.3167,55.2,clear sky,44,7.11,0,6.08
Hobyo,SO,5.3505,48.5268,overcast clouds,70,78.37,86,17.38
Nauchnyy Gorodok,RU,53.4203,83.521,light snow,56,-17.54,75,13.42
Mitu,CO,1.1983,-70.1733,overcast clouds,94,72.16,94,1.59
Gerash,IR,27.6652,54.1371,clear sky,77,50.47,6,2.8
Sambava,MG,-14.2667,50.1667,broken clouds,75,79.74,80,2.82
Taiyuan,CN,37.8694,112.5603,overcast clouds,38,39.06,88,2.24
Nelson Bay,AU,-32.7167,152.15,scattered clouds,62,77.11,30,3.0
Beisfjord,NO,68.3751,17.5988,broken clouds,83,33.85,76,8.52
Lincoln,US,40.8,-96.667,broken clouds,76,40.28,84,4.0
Zittau,DE,50.9,14.8333,overcast clouds,77,41.81,93,14.0
Shambu,ET,9.5667,37.1,broken clouds,65,54.7,82,1.57
Plettenberg Bay,ZA,-34.0527,23.3716,clear sky,83,69.51,8,1.3
Panaba,MX,21.2833,-88.2667,clear sky,91,67.57,0,6.93
Kendari,ID,-3.945,122.4989,overcast clouds,58,85.64,100,4.36
Leon,MX,21.1167,-101.6667,broken clouds,49,53.65,55,3.47
Kovdor,RU,67.5662,30.4758,overcast clouds,95,10.31,100,5.19
Aranos,NA,-24.1333,19.1167,overcast clouds,27,76.69,85,8.86
Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,few clouds,83,76.75,18,7.02
Hofn,IS,64.2539,-15.2082,overcast clouds,74,37.99,100,15.46
Jovellar,PH,13.0695,123.5999,moderate rain,76,79.61,100,8.32
Inhambane,MZ,-23.865,35.3833,scattered clouds,64,78.8,41,10.4
Kousseri,CM,12.0769,15.0306,scattered clouds,29,60.98,47,8.63
Valdivia,CL,-39.8142,-73.2459,clear sky,81,42.89,0,1.74
Borshchiv,UA,48.8033,26.0435,overcast clouds,83,33.69,100,15.48
Tilichiki,RU,60.4667,166.1,overcast clouds,93,10.78,100,6.46
Champerico,GT,14.3,-91.9167,scattered clouds,80,76.32,30,4.81
Tari,NG,12.4086,4.4914,clear sky,25,63.66,6,13.76
Zapadnaya Dvina,RU,56.259,32.0745,snow,93,17.38,100,11.12
Lovozero,RU,68.005,35.0117,overcast clouds,93,10.49,100,4.41
Tucuman,AR,-26.8241,-65.2226,clear sky,50,78.8,0,13.8
Khash,IR,28.2211,61.2158,scattered clouds,70,46.67,49,10.69
Granadilla De Abona,ES,28.1188,-16.576,few clouds,69,58.89,20,11.5
Soyo,AO,-6.1349,12.3689,overcast clouds,90,77.25,99,5.35
Collie,AU,-33.3667,116.15,clear sky,18,88.23,0,4.0
Eregli,TR,37.5133,34.0467,few clouds,66,34.41,14,1.92
Mokolo,CM,10.7398,13.8019,broken clouds,39,58.48,61,4.83
Arrifes,PT,37.7667,-25.7,broken clouds,76,53.85,75,2.3
Bunol,ES,39.4167,-0.7833,few clouds,59,51.89,23,9.42
Boke,GN,10.9409,-14.2967,broken clouds,74,67.33,60,1.14
Awbari,LY,26.5921,12.7805,clear sky,44,48.79,0,5.57
Rocha,UY,-34.4833,-54.3333,few clouds,95,61.63,19,2.91
Sakakah,SA,29.9697,40.2064,clear sky,70,45.46,5,3.51
Wanaka,NZ,-44.7,169.15,broken clouds,67,63.1,73,3.0
Channel-Port Aux Basques,CA,47.5702,-59.1367,overcast clouds,79,25.39,100,15.48
Port Hawkesbury,CA,45.6169,-61.3485,broken clouds,89,23.92,75,13.0
Nipawin,CA,53.3668,-104.0009,overcast clouds,92,15.84,100,2.3
Thai Binh,VN,20.45,106.3333,overcast clouds,84,68.09,99,3.62
Boende,CD,-0.2167,20.8667,light rain,94,70.34,100,2.57
Kenai,US,60.5544,-151.2583,overcast clouds,82,32.14,100,20.71
San Francisco,US,37.7749,-122.4194,scattered clouds,83,55.4,40,14.0
Dukhovnitskoye,RU,52.4828,48.2137,scattered clouds,97,-14.17,25,3.04
Constitucion,CL,-35.3333,-72.4167,clear sky,61,56.84,0,9.31
Griffith,US,41.5284,-87.4237,mist,92,39.88,0,4.61
Abay,KZ,49.6311,72.8539,broken clouds,98,-21.62,62,6.4
Bosanska Kostajnica,HR,45.2159,16.5444,clear sky,85,35.92,5,3.24
Nuuk,GL,64.1835,-51.7216,broken clouds,83,3.06,81,7.58
Charters Towers,AU,-20.1,146.2667,overcast clouds,48,84.2,100,7.99
Batemans Bay,AU,-35.7167,150.1833,scattered clouds,64,72.1,41,10.47
Cartagena Del Chaira,CO,1.3349,-74.8429,broken clouds,92,72.18,81,2.8
Hit,IQ,33.6416,42.8251,clear sky,59,43.59,0,9.4
Tambovka,RU,50.0969,128.0489,overcast clouds,89,15.22,100,2.8
Noormarkku,FI,61.5927,21.8685,broken clouds,93,35.38,75,8.05
Bitung,ID,1.4451,125.1824,overcast clouds,72,86.85,99,3.29
Cabedelo,BR,-6.9811,-34.8339,broken clouds,82,77.67,53,8.48
Talcher,IN,20.95,85.2167,clear sky,21,78.78,0,3.0
Bubaque,GW,11.2833,-15.8333,overcast clouds,54,77.92,100,16.42
Angermunde,DE,53.015,13.9992,overcast clouds,77,42.33,100,14.9
Jacareacanga,BR,-6.2222,-57.7528,overcast clouds,99,68.22,98,1.14
Hohhot,CN,40.8106,111.6522,scattered clouds,40,37.35,43,2.48
Solnechnyy,RU,50.7214,136.6319,broken clouds,90,8.1,58,4.68
Koryazhma,RU,61.3143,47.1691,overcast clouds,77,12.63,100,13.69
Douglas,US,41.3,-96.167,scattered clouds,76,41.59,40,4.61
Qasigiannguit,GL,68.8193,-51.1922,overcast clouds,98,-13.43,97,4.5
Svetlyy,RU,54.675,20.1347,broken clouds,92,39.25,51,11.81
High Level,CA,58.5169,-117.136,overcast clouds,100,-0.78,90,1.95
De Aar,ZA,-30.6497,24.0123,scattered clouds,21,83.03,27,8.39
Opuwo,NA,-18.0607,13.84,overcast clouds,40,68.56,98,0.83
Babushkin,RU,51.7122,105.8647,light snow,94,16.84,100,7.78
Cauquenes,CL,-35.9671,-72.3225,clear sky,45,55.09,0,7.34
Madarounfa,NE,13.3087,7.156,clear sky,30,57.69,1,11.18
Matagami,CA,49.7502,-77.6328,overcast clouds,100,-17.0,85,1.9
Ganzhou,CN,28.8184,115.4327,few clouds,52,64.18,15,4.43
Inirida,CO,3.8653,-67.9239,light rain,98,72.79,94,1.79
Piste,MX,20.7,-88.5833,clear sky,98,66.27,1,2.82
Iwanai,JP,42.9744,140.5089,overcast clouds,78,38.25,100,12.37
Samarai,PG,-10.6167,150.6667,overcast clouds,77,81.45,100,4.7
Ojinaga,MX,29.5667,-104.4167,overcast clouds,24,59.58,100,1.28
La Union,PE,-5.4,-80.75,overcast clouds,76,70.68,89,8.55
Kaeo,NZ,-35.1,173.7833,few clouds,75,71.33,12,12.71
Carballo,ES,43.213,-8.691,overcast clouds,94,52.52,85,2.75
Axim,GH,4.8699,-2.2405,overcast clouds,87,77.09,99,1.61
Marsh Harbour,BS,26.5412,-77.0636,clear sky,58,70.47,3,3.98
Asosa,ET,10.0667,34.5333,few clouds,30,61.79,20,5.64
Jitra,MY,6.2681,100.4217,overcast clouds,64,85.98,86,3.69
Lower Burrell,US,40.5531,-79.7573,few clouds,79,34.05,12,2.8
Taoudenni,ML,22.6783,-3.9836,overcast clouds,14,61.68,100,11.25
Omaruru,NA,-21.4333,15.9333,overcast clouds,44,72.86,99,4.32
Elizabeth City,US,36.2946,-76.2511,broken clouds,73,37.42,52,1.83
Atlantic City,US,39.3643,-74.4229,few clouds,82,39.97,20,0.0
Rio Gallegos,AR,-51.6226,-69.2181,clear sky,58,57.25,0,6.91
Bodden Town,KY,19.2833,-81.25,clear sky,80,76.93,6,12.53
Deder,ET,9.3167,41.45,broken clouds,62,57.69,67,4.43
Tabuk,PH,17.4189,121.4443,broken clouds,68,78.84,67,3.47
Whitley Bay,GB,55.0397,-1.4471,few clouds,72,45.59,20,20.71
