City,Country,Lat,Lng,Current Description,Humidity,Max Temp,Cloudiness,Wind Speed
Severo-Yeniseyskiy,RU,60.3725,93.0408,overcast clouds,92,7.14,100,12.86
Dekar,BW,-21.5333,21.9333,clear sky,33,86.27,3,18.07
Grootfontein,NA,-19.5667,18.1167,clear sky,9,86.38,2,7.72
Chicama,PE,-7.8447,-79.1469,overcast clouds,89,61.34,95,3.31
Catamarca,AR,-28.4696,-65.7852,overcast clouds,38,86.07,99,12.57
Seymchan,RU,62.8833,152.4333,broken clouds,99,-52.71,74,0.07
Soyo,AO,-6.1349,12.3689,broken clouds,73,82.08,73,1.45
Nhulunbuy,AU,-12.2333,136.7667,overcast clouds,65,84.81,100,6.91
Mount Darwin,ZW,-16.7725,31.5838,light rain,46,85.3,57,4.81
Sorong,ID,-0.8833,131.25,overcast clouds,70,83.19,100,8.68
Razole,IN,16.4833,81.8333,broken clouds,38,86.77,77,6.71
Iskateley,RU,67.6803,53.1512,overcast clouds,95,11.32,96,11.16
Pombas,CV,17.1503,-25.0201,scattered clouds,74,67.78,32,4.56
Aswan,EG,24.0934,32.907,clear sky,34,70.95,0,9.33
San Cristobal,VE,7.7669,-72.225,broken clouds,91,60.55,60,2.89
Cortes,ES,41.9395,-1.4396,overcast clouds,72,44.65,93,4.27
Padang,ID,-0.9492,100.3543,overcast clouds,90,82.45,100,8.72
Lazaro Cardenas,MX,17.9583,-102.2,clear sky,86,74.26,1,3.98
Kavaratti,IN,10.5669,72.642,overcast clouds,69,81.99,99,6.06
Celestun,MX,20.8667,-90.4,clear sky,86,69.89,0,10.87
Garowe,SO,8.4054,48.4845,broken clouds,28,87.91,59,10.92
Isla Mujeres,MX,21.2311,-86.731,clear sky,72,77.16,2,11.27
Holme,DK,56.1138,10.1725,scattered clouds,92,32.18,49,8.86
Alyangula,AU,-13.8483,136.4192,broken clouds,56,86.54,68,8.88
Srivardhan,IN,18.0333,73.0167,overcast clouds,51,84.16,88,11.01
Ouadda,CF,8.0777,22.4007,clear sky,16,90.99,1,6.22
Coquimbo,CL,-29.9533,-71.3436,overcast clouds,94,58.73,100,2.3
Phan Thiet,VN,10.9333,108.1,overcast clouds,86,79.57,99,13.65
Jurbise,BE,50.5332,3.9108,overcast clouds,94,41.38,100,5.75
Victoria,HK,22.2855,114.1577,clear sky,69,70.2,0,13.0
Hovd,MN,48.0056,91.6419,scattered clouds,81,2.97,40,0.67
Kholmogory,RU,64.2229,41.656,snow,92,21.4,100,7.27
Cockburn Town,TC,21.4612,-71.1419,broken clouds,61,78.01,69,16.98
Strezhevoy,RU,60.7333,77.5889,overcast clouds,95,2.84,100,8.61
Selty,RU,57.3132,52.1345,broken clouds,89,10.78,53,6.93
Luderitz,NA,-26.6481,15.1594,clear sky,57,69.04,0,19.55
Bilibino,RU,68.0546,166.4372,overcast clouds,100,-15.07,100,2.89
Dongsheng,CN,39.8161,109.9776,scattered clouds,35,25.47,28,4.12
Puerto Escondido,MX,15.85,-97.0667,clear sky,74,75.02,0,3.71
Paraiso,CR,9.8383,-83.8656,scattered clouds,98,63.46,34,3.27
Tocopilla,CL,-22.092,-70.1979,overcast clouds,77,65.53,99,2.42
Athens,GR,37.9795,23.7162,broken clouds,78,63.1,75,5.01
Vestmannaeyjar,IS,63.4427,-20.2734,clear sky,80,31.19,0,11.5
Cayenne,GF,4.9333,-52.3333,broken clouds,100,73.44,75,0.0
Bentiu,SS,9.2333,29.8333,scattered clouds,17,93.67,28,6.26
Lorengau,PG,-2.0226,147.2712,overcast clouds,83,79.74,100,10.94
Sitka,US,57.0531,-135.33,moderate rain,87,42.69,100,12.66
Vernesti,RO,45.2167,26.7333,overcast clouds,67,46.96,100,5.17
San Luis,AR,-33.295,-66.3356,broken clouds,44,74.66,73,14.38
Torremolinos,ES,36.6204,-4.4998,broken clouds,81,62.91,75,9.22
Chancay,PE,-11.5714,-77.2672,overcast clouds,89,64.78,98,3.83
Palma Del Rio,ES,37.7002,-5.2812,broken clouds,75,50.32,69,6.08
Kirakira,SB,-10.4544,161.9205,broken clouds,84,80.06,80,4.5
Caravelas,BR,-17.7125,-39.2481,broken clouds,82,76.39,81,4.61
Vulcan,RO,45.3833,23.2667,overcast clouds,70,41.13,100,2.48
Tuatapere,NZ,-46.1333,167.6833,overcast clouds,80,54.43,100,1.12
Iquique,CL,-20.2208,-70.1431,overcast clouds,66,64.44,100,2.19
Majene,ID,-3.5403,118.9707,scattered clouds,79,81.36,46,4.43
Finnsnes,NO,69.2296,17.9811,overcast clouds,73,9.21,100,4.7
Ribeira Grande,PT,38.5167,-28.7,light rain,72,57.78,40,26.46
Kukes,AL,42.0769,20.4219,overcast clouds,70,55.11,100,4.85
Yurty,RU,56.0498,97.6348,overcast clouds,86,9.79,100,14.16
Touros,BR,-5.1989,-35.4608,scattered clouds,73,80.51,33,14.12
Ammon,US,43.4696,-111.9666,fog,91,23.5,100,0.0
Moron,AR,-34.6534,-58.6198,clear sky,61,80.49,2,3.71
Lata,PT,40.1629,-8.3327,overcast clouds,83,53.69,100,5.99
Dicabisagan,PH,17.0818,122.4157,broken clouds,88,77.99,54,6.35
Sao Joao Da Barra,BR,-21.6403,-41.0511,moderate rain,93,72.34,100,8.68
Nabire,ID,-3.3667,135.4833,overcast clouds,78,80.13,100,2.13
Cutro,IT,39.0353,16.9819,clear sky,94,60.66,0,2.3
Turayf,SA,31.6725,38.6637,clear sky,72,61.05,0,6.91
Baruun-Urt,MN,46.6806,113.2792,scattered clouds,87,6.12,31,7.25
Guerrero Negro,MX,27.9769,-114.0611,clear sky,74,58.73,4,10.42
Kromy,RU,52.6876,35.7667,clear sky,71,20.84,4,16.42
Fortuna,US,40.5982,-124.1573,overcast clouds,100,37.35,100,9.22
Khunti,IN,23.0833,85.2833,broken clouds,26,73.51,83,7.47
Beringovskiy,RU,63.05,179.3167,clear sky,67,8.53,10,10.42
Nioro,GM,13.35,-15.75,clear sky,33,85.39,6,9.86
Te Anau,NZ,-45.4167,167.7167,overcast clouds,85,52.99,100,2.53
Sechura,PE,-5.5569,-80.8222,broken clouds,89,63.9,65,6.76
Van Buren,US,35.4368,-94.3483,overcast clouds,93,52.32,100,6.91
Manoel Urbano,BR,-8.8389,-69.2597,overcast clouds,85,73.81,100,2.06
Sola,VU,-13.8833,167.55,broken clouds,94,79.47,75,0.0
Saint-Joseph,RE,-21.3667,55.6167,clear sky,69,86.11,4,16.53
Bandar-E Lengeh,IR,26.5579,54.8807,haze,73,78.91,0,6.91
Gat,IL,31.61,34.7642,scattered clouds,100,68.77,44,6.55
Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,overcast clouds,84,75.78,100,4.32
Chumphon,TH,10.3333,98.8333,overcast clouds,78,77.72,89,6.67
Panguna,PG,-6.3164,155.4848,overcast clouds,96,69.13,97,1.41
Klaksvik,FO,62.2266,-6.589,light snow,74,32.92,100,29.42
La Ronge,CA,55.1001,-105.2842,clear sky,68,-25.35,0,6.91
West Helena,US,34.5507,-90.6418,moderate rain,96,67.75,100,10.58
Korla,CN,41.7597,86.1469,scattered clouds,35,30.2,39,4.36
Ipixuna,BR,-1.7625,-48.8043,scattered clouds,93,74.84,32,3.65
Inhambane,MZ,-23.865,35.3833,scattered clouds,55,89.58,40,11.5
Mazamari,PE,-11.3258,-74.5308,moderate rain,96,65.48,97,1.68
La Gomera,GT,14.0833,-91.05,clear sky,80,70.18,8,3.44
Olinda,BR,-8.0089,-34.8553,scattered clouds,74,80.33,40,6.91
Joshimath,IN,30.5667,79.5667,clear sky,17,61.29,0,5.23
Salalah,OM,17.0151,54.0924,scattered clouds,57,82.49,40,6.91
Luwuk,ID,-0.9516,122.7875,broken clouds,81,79.3,79,2.28
Tibiao,PH,11.2915,122.0354,overcast clouds,74,80.83,86,4.12
Kalmunai,LK,7.4167,81.8167,light rain,83,76.87,100,15.7
Port Hedland,AU,-20.3167,118.5667,clear sky,38,91.45,4,24.16
Uaua,BR,-9.8414,-39.4817,scattered clouds,82,72.48,36,10.98
Peterhead,GB,57.5058,-1.7981,overcast clouds,69,36.0,100,22.59
Bosaso,SO,11.2842,49.1816,few clouds,65,84.18,20,11.5
Comodoro Rivadavia,AR,-45.8667,-67.5,clear sky,76,53.46,0,1.14
Agadez,NE,19.75,10.25,scattered clouds,12,77.56,31,9.19
Paris,FR,48.8534,2.3488,overcast clouds,97,37.11,100,5.75
Sinazongwe,ZM,-17.2614,27.4618,overcast clouds,59,81.09,99,4.56
Dwarka,IN,22.2394,68.9678,clear sky,35,80.62,0,8.99
Gizo,SB,-8.103,156.8419,broken clouds,73,82.76,80,4.68
Turan,VN,16.0678,108.2208,broken clouds,88,75.18,75,10.36
Quatre Cocos,MU,-20.2078,57.7625,light rain,73,83.08,11,16.04
Acala,MX,16.5667,-92.8,clear sky,80,64.72,6,2.71
Stepnyak,KZ,52.8339,70.7803,broken clouds,91,-5.28,64,0.94
Acapulco,MX,16.8634,-99.8901,clear sky,94,75.02,0,0.0
Den Helder,NL,52.9599,4.7593,broken clouds,79,43.99,75,8.99
Ayan,RU,56.45,138.1667,broken clouds,71,-3.6,54,12.59
Ngunguru,NZ,-35.6167,174.5,light rain,93,60.12,100,28.45
Kudahuvadhoo,MV,2.6708,72.8944,light rain,77,80.85,90,11.32
Tura,IN,25.5198,90.2201,few clouds,66,72.25,13,3.58
Manjacaze,MZ,-24.7117,33.8828,broken clouds,32,97.48,83,0.65
Jintur,IN,19.6167,76.7,scattered clouds,33,83.77,45,11.05
Chokurdakh,RU,70.6333,147.9167,light snow,99,-5.1,100,5.73
Ilhabela,BR,-23.7781,-45.3581,light rain,90,75.69,42,6.29
Saucillo,MX,28.0167,-105.2833,scattered clouds,82,57.63,39,3.6
Koumac,NC,-20.5667,164.2833,overcast clouds,85,78.94,98,7.23
Xingyi,CN,24.1877,102.817,clear sky,62,59.54,9,7.65
Bathsheba,BB,13.2167,-59.5167,few clouds,97,73.06,20,6.91
Soe,ID,-9.8607,124.284,overcast clouds,75,69.76,98,2.89
Camocim,BR,-2.9022,-40.8411,broken clouds,68,79.38,55,12.3
Hofn,IS,64.2539,-15.2082,clear sky,64,30.22,0,13.8
Aklavik,CA,68.2191,-135.0107,overcast clouds,89,-12.69,100,11.54
Lubben,DE,51.95,13.9,overcast clouds,78,37.26,100,13.73
Dubbo,AU,-32.25,148.6167,light rain,77,62.73,100,6.91
Tailai,CN,46.3833,123.4,few clouds,85,9.95,16,5.68
Gazanjyk,TM,39.2446,55.5154,few clouds,38,39.38,24,14.47
Maniitsoq,GL,65.4167,-52.9,light snow,78,31.21,100,22.28
Ferrol,ES,43.4832,-8.2369,overcast clouds,95,56.26,99,4.12
Shingu,JP,33.7333,135.9833,overcast clouds,68,46.92,98,6.49
Namibe,AO,-15.1961,12.1522,few clouds,67,74.7,18,9.17
Alfonsine,IT,44.5061,12.0564,overcast clouds,96,44.56,100,7.0
Svetlogorsk,BY,52.6333,29.7333,light snow,95,24.93,100,15.93
Chara,RU,56.9064,118.2631,overcast clouds,75,-1.93,91,4.68
Biggar,GB,55.6167,-3.5167,few clouds,81,33.55,24,3.02
Najran,SA,17.4924,44.1277,clear sky,16,83.05,0,3.18
Yenagoa,NG,4.9247,6.2642,overcast clouds,61,87.93,100,0.96
Le Port,RE,-20.9373,55.2919,few clouds,66,87.76,12,4.88
Deputatskiy,RU,69.3,139.9,overcast clouds,96,-15.29,100,5.73
Kjollefjord,NO,70.9457,27.3465,broken clouds,93,37.45,75,5.75
Palmer,US,42.1584,-72.3287,light intensity drizzle,84,56.25,100,9.22
Batsfjord,NO,70.6345,29.7185,broken clouds,93,35.53,75,10.36
Yuci,CN,37.6803,112.7319,clear sky,25,37.15,0,2.24
Plettenberg Bay,ZA,-34.0527,23.3716,clear sky,64,71.89,0,10.29
Bria,CF,6.5423,21.9863,scattered clouds,17,93.36,34,5.41
Carson City,US,39.1638,-119.7674,clear sky,84,29.16,0,1.99
Necochea,AR,-38.5473,-58.7368,clear sky,69,63.28,0,13.94
Miraflores,MX,19.2167,-98.8083,clear sky,49,56.05,0,2.98
Ha Tinh,VN,18.3333,105.9,overcast clouds,92,65.66,100,4.65
Oktyabrskiy,RU,54.4815,53.471,clear sky,90,6.12,10,4.25
Alice Springs,AU,-23.7,133.8833,broken clouds,20,96.35,83,19.57
Shimoda,JP,34.6667,138.95,overcast clouds,66,48.11,100,21.94
Havoysund,NO,70.9963,24.6622,light rain,98,37.63,100,26.28
Tsumeb,NA,-19.2333,17.7167,clear sky,10,91.27,0,10.11
Paamiut,GL,61.994,-49.6678,overcast clouds,79,26.74,100,8.86
Bonfim,BR,3.0833,-59.95,broken clouds,88,73.63,51,2.01
North Versailles,US,40.3798,-79.8095,mist,92,58.78,100,5.75
Basoko,CD,1.2391,23.616,broken clouds,51,88.38,71,2.35
Krasnoselkup,RU,65.7,82.4667,overcast clouds,90,4.05,99,14.25
Augusto Correa,BR,-1.0217,-46.635,broken clouds,78,78.94,78,4.68
Gravdal,NO,68.1214,13.5031,broken clouds,65,34.83,70,12.17
Westport,US,41.1415,-73.3579,mist,96,58.15,100,11.5
Marathon,US,44.9,-89.7668,overcast clouds,84,29.73,100,3.44
Ambon,ID,-3.6954,128.1814,few clouds,70,84.34,20,4.61
Huzhou,CN,30.8703,120.0933,overcast clouds,71,50.14,100,6.55
Tautira,PF,-17.7333,-149.15,light rain,78,79.02,99,18.48
Vardo,NO,70.3705,31.1107,broken clouds,93,33.78,75,9.22
North Bend,US,43.4065,-124.2243,few clouds,99,39.92,20,9.22
Mongu,ZM,-15.2484,23.1274,broken clouds,53,78.96,79,12.19
High Level,CA,58.5169,-117.136,light snow,76,-16.49,75,2.3
Marang,MY,5.2056,103.2059,light rain,80,83.97,89,10.22
Marrakesh,MA,31.6315,-8.0083,scattered clouds,77,57.27,40,3.44
Mishelevka,RU,52.8575,103.1719,overcast clouds,91,8.56,100,2.77
Maceio,BR,-9.6658,-35.7353,few clouds,100,72.84,20,2.3
Lac Du Bonnet,CA,50.2536,-96.0612,scattered clouds,100,-21.91,28,2.48
Bodden Town,KY,19.2833,-81.25,few clouds,75,78.93,24,5.99
San Rafael,AR,-34.6177,-68.3301,clear sky,44,74.08,0,3.65
Casale Monferrato,IT,45.1334,8.4571,clear sky,65,44.29,6,1.1
Myitkyina,MM,25.3833,97.4,scattered clouds,54,74.62,37,0.78
Kamenka,RU,51.3223,42.7678,clear sky,50,19.35,4,14.34
Brasilia,BR,-15.7797,-47.9297,fog,94,65.62,90,2.3
Norden,DE,53.6,7.2,overcast clouds,77,41.0,100,1.01
Puerto Narino,CO,-3.7703,-70.3831,overcast clouds,100,71.47,100,2.55
Tres Arroyos,AR,-38.3739,-60.2798,clear sky,56,63.61,0,12.75
Poso,ID,-1.3959,120.7524,overcast clouds,87,78.64,93,1.34
Odweyne,SO,9.4092,45.064,scattered clouds,24,81.9,44,1.83
Igrim,RU,63.1906,64.4162,overcast clouds,76,10.69,93,9.55
Bloemfontein,ZA,-29.1211,26.214,few clouds,34,80.08,20,11.5
Ramganj,BD,23.1,90.85,broken clouds,40,80.31,62,5.19
Ouesso,CG,1.6136,16.0517,overcast clouds,54,87.6,100,2.77
Pryazha,RU,61.6926,33.6216,overcast clouds,89,22.23,100,8.12
Ales,FR,44.1333,4.0833,clear sky,63,42.69,7,5.48
Richmond,US,37.5538,-77.4603,mist,96,52.41,100,4.61
Nouadhibou,MR,20.931,-17.0347,clear sky,88,66.18,10,8.05
Umm Lajj,SA,25.0213,37.2685,clear sky,51,77.56,0,11.45
Muisne,EC,0.6,-80.0333,light rain,88,73.69,100,9.44
Sobolevo,RU,54.4299,31.8996,overcast clouds,89,19.31,87,16.33
Wadi Musa,JO,30.3222,35.4793,clear sky,53,56.68,5,3.36
Yerbogachen,RU,61.2767,108.0108,overcast clouds,89,12.96,100,15.01
Monte Patria,CL,-30.6919,-70.9467,broken clouds,49,69.28,83,1.9
Kirando,TZ,-7.4167,30.6,light rain,68,78.13,94,1.54
Kot Diji,PK,27.3427,68.7083,clear sky,14,80.62,0,3.22
Fare,PF,-16.7,-151.0167,scattered clouds,76,80.15,29,16.26
Daru,PG,-9.0763,143.2092,overcast clouds,76,79.5,96,8.32
Mizdah,LY,31.4451,12.9801,overcast clouds,17,73.47,88,20.09
Citrus Park,US,28.0784,-82.5698,clear sky,92,67.89,0,4.61
Quartucciu,IT,39.2519,9.1794,clear sky,76,64.65,0,6.91
Shakawe,BW,-18.3667,21.85,broken clouds,27,91.83,53,8.68
Chamba,IN,32.5667,76.1333,overcast clouds,26,66.0,90,4.92
Buraydah,SA,26.326,43.975,overcast clouds,65,59.45,98,10.16
Shemysheyka,RU,52.892,45.3928,few clouds,79,14.97,11,9.26
Sorland,NO,67.667,12.6934,broken clouds,63,37.26,73,20.85
Igarka,RU,67.4667,86.5833,overcast clouds,93,9.36,100,13.2
Bintulu,MY,3.1667,113.0333,few clouds,79,86.41,20,5.99
Kibiti,TZ,-7.7218,38.9375,broken clouds,50,87.58,71,3.89
Adrar,MR,20.5022,-10.0711,clear sky,33,80.55,1,5.06
Conceicao Do Araguaia,BR,-8.2578,-49.2647,overcast clouds,91,73.74,99,1.72
Turukhansk,RU,65.8167,87.9833,light snow,96,4.21,100,11.34
Prado,BR,-17.3411,-39.2208,broken clouds,89,74.62,54,3.85
Quelimane,MZ,-17.8786,36.8883,broken clouds,62,91.35,75,11.5
Rocky Mountain House,CA,52.3668,-114.9188,overcast clouds,85,1.51,91,3.44
Lasa,IT,46.6166,10.7002,broken clouds,81,36.48,75,3.69
Concarneau,FR,47.875,-3.9225,clear sky,77,34.59,5,8.84
Ziarat,PK,30.3823,67.7282,clear sky,36,50.02,3,7.58
Eureka,US,40.8021,-124.1637,clear sky,99,40.75,0,4.59
Mildura,AU,-34.2,142.15,clear sky,41,67.06,0,23.49
Oparino,RU,59.8518,48.2783,overcast clouds,70,19.72,100,10.78
Mattru,SL,7.6244,-11.8332,few clouds,70,83.37,20,3.18
Northam,GB,51.0333,-4.2167,overcast clouds,69,38.66,99,3.89
Miri,MY,4.4148,114.0089,scattered clouds,74,86.14,40,6.91
Mao,ES,39.8885,4.2658,few clouds,88,57.76,20,1.14
San Carlos,VE,9.6612,-68.5827,scattered clouds,82,63.68,30,4.0
Araouane,ML,18.9048,-3.5265,clear sky,14,84.96,1,7.65
Kavieng,PG,-2.5744,150.7967,overcast clouds,76,81.95,96,11.48
Korhogo,CI,9.45,-5.6333,few clouds,22,87.49,19,6.06
Kharp,RU,66.8014,65.8081,overcast clouds,82,12.88,100,9.84
Jiamusi,CN,46.8333,130.35,broken clouds,87,10.58,51,5.19
Thung Song,TH,8.1645,99.6804,overcast clouds,79,80.74,90,7.38
Balakhninskiy,RU,58.0106,114.2769,light snow,93,11.17,100,17.83
Atar,MR,20.5169,-13.0499,few clouds,28,84.06,21,1.5
Peabiru,BR,-23.9128,-52.3431,clear sky,92,70.81,0,1.12
Charters Towers,AU,-20.1,146.2667,scattered clouds,44,84.42,27,15.48
Guadalupe Y Calvo,MX,26.1,-106.9667,overcast clouds,86,44.64,100,4.61
Boyle,US,37.6334,-84.8666,overcast clouds,100,65.7,100,0.0
Velingara,SN,13.15,-14.1167,clear sky,31,89.1,0,2.84
Bijawar,IN,24.6333,79.5,clear sky,23,77.25,0,7.54
Gaya,IN,24.7833,85.0,haze,35,75.11,1,5.75
Auki,SB,-8.7676,160.7034,overcast clouds,89,77.49,93,3.89
Sai Buri,TH,6.7013,101.6168,moderate rain,86,78.51,100,10.96
Tahta,EG,26.7693,31.5021,clear sky,37,69.98,0,11.59
Sucre,BO,-19.0333,-65.2627,overcast clouds,60,55.69,100,3.04
Oga,IT,46.4631,10.347,broken clouds,82,33.03,72,4.76
Kyshtovka,RU,56.555,76.6271,broken clouds,99,-1.68,82,4.85
Buchanan,LR,5.8808,-10.0467,broken clouds,75,82.18,73,3.65
Nanakuli,US,21.3906,-158.1547,light rain,71,76.86,20,5.75
Eyl,SO,7.9803,49.8164,overcast clouds,51,85.48,87,19.93
Alta Floresta,BR,-9.8756,-56.0861,broken clouds,98,69.98,80,2.48
Forestville,US,38.8451,-76.875,mist,97,52.3,100,6.91
Kabare,CD,-2.4683,28.8242,light rain,60,74.44,46,2.17
Samarai,PG,-10.6167,150.6667,overcast clouds,79,82.02,100,10.2
Finschhafen,PG,-6.6024,147.8681,overcast clouds,83,80.33,100,2.86
Black Diamond,US,47.3087,-122.0032,overcast clouds,86,41.76,100,1.01
Stornoway,GB,58.2093,-6.3865,broken clouds,91,37.36,75,13.8
Fort Nelson,CA,58.8053,-122.7002,light snow,77,-11.61,100,2.3
Novoagansk,RU,61.9449,76.6625,overcast clouds,93,5.38,99,12.44
Chumikan,RU,54.7183,135.315,broken clouds,80,-0.87,64,15.9
Marsh Harbour,BS,26.5412,-77.0636,scattered clouds,66,73.96,35,15.08
Salamanca,ES,40.8333,-6.0,overcast clouds,83,45.99,89,3.42
Shahrud,IR,36.4182,54.9763,clear sky,43,40.78,3,2.89
Labuhan,ID,-6.8844,112.2051,overcast clouds,70,83.43,100,4.83
Port Moresby,PG,-9.4431,147.1797,light rain,89,81.82,75,5.75
Muroto,JP,33.2833,134.15,overcast clouds,49,55.33,97,7.67
Los Llanos De Aridane,ES,28.6585,-17.9182,broken clouds,99,64.13,75,5.01
Akyab,MM,20.15,92.9,clear sky,59,79.84,2,7.9
Sandwick,GB,60.0,-1.25,light snow,86,33.62,40,14.97
Sonneberg,DE,50.35,11.1667,overcast clouds,94,36.72,100,1.99
Mangrol,IN,21.1167,70.1167,clear sky,41,83.1,2,5.73
Jalu,LY,29.0331,21.5482,clear sky,39,73.47,0,8.1
Dalton,US,34.7698,-84.9702,overcast clouds,97,58.77,100,1.99
Oyugis,KE,-0.509,34.7358,overcast clouds,39,80.73,86,8.79
Harrismith,ZA,-28.2728,29.1295,overcast clouds,33,78.42,91,14.34
Maragogi,BR,-9.0122,-35.2225,few clouds,74,78.96,19,4.43
Kharan,PK,28.5833,65.4167,clear sky,21,71.31,0,3.51
Sovetskiy,RU,61.3614,63.5842,broken clouds,90,4.64,62,5.28
El Prat De Llobregat,ES,41.3278,2.0947,broken clouds,80,59.95,58,13.8
Safford,US,32.834,-109.7076,clear sky,93,55.11,0,3.44
Mobaye,CF,4.319,21.1786,broken clouds,33,91.89,56,4.56
Imbituba,BR,-28.24,-48.6703,overcast clouds,78,74.86,88,6.44
Aden,YE,12.7794,45.0367,clear sky,64,79.68,10,13.22
Saraland,US,30.8207,-88.0706,broken clouds,89,65.41,76,3.04
Mogadishu,SO,2.0371,45.3438,scattered clouds,79,85.87,40,14.97
Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,overcast clouds,99,71.94,100,2.01
Sena Madureira,BR,-9.0656,-68.6569,overcast clouds,86,72.37,100,2.37
At-Bashi,KG,41.1702,75.8106,overcast clouds,86,21.2,98,1.32
Esmeraldas,BR,-19.7625,-44.3139,overcast clouds,95,69.91,100,1.79
Hami,CN,42.8,93.45,broken clouds,37,26.65,51,4.0
Fengrun,CN,39.8333,118.1167,overcast clouds,26,32.63,100,2.48
Pangody,RU,65.85,74.4859,broken clouds,96,0.5,83,9.75
Nemuro,JP,43.3236,145.575,clear sky,56,37.53,6,16.08
Kieta,PG,-6.2167,155.6333,overcast clouds,82,79.54,96,0.4
Otane,NZ,-39.8833,176.6333,overcast clouds,72,57.0,100,4.81
The Valley,AI,18.217,-63.0578,clear sky,69,76.86,0,16.42
Chake Chake,TZ,-5.2459,39.7666,broken clouds,64,84.49,60,4.21
Juneau,US,58.3019,-134.4197,light rain,100,38.21,100,16.11
Mutata,CO,7.2441,-76.4356,broken clouds,97,70.7,73,1.23
Alghero,IT,40.5589,8.3181,few clouds,100,55.49,20,2.3
Omsukchan,RU,62.5333,155.8,overcast clouds,89,-15.86,99,0.81
Ko Samui,TH,9.5357,99.9357,scattered clouds,79,85.91,40,3.44
Ulladulla,AU,-35.35,150.4667,scattered clouds,58,68.5,49,8.57
Yarim,YE,14.298,44.3779,clear sky,22,66.31,0,4.52
Bayonne,FR,43.3333,-1.4167,overcast clouds,93,52.95,100,3.44
Skelleftea,SE,64.7507,20.9528,broken clouds,100,25.16,75,2.3
Lethem,GY,3.3803,-59.7968,scattered clouds,90,72.68,44,5.48
Sinsheim,DE,49.2529,8.8787,overcast clouds,96,40.53,99,7.38
Mackay,AU,-21.15,149.2,clear sky,77,79.68,0,8.88
Mandalgovi,MN,45.7625,106.2708,clear sky,49,10.99,0,7.81
Hare Bay,CA,48.8499,-54.0148,overcast clouds,94,31.35,100,2.51
Guerrero,MX,17.6667,-100.0,clear sky,79,61.72,9,2.57
Abu Dhabi,AE,24.4667,54.3667,clear sky,30,86.11,0,5.75
Vanderhoof,CA,54.0166,-124.0198,overcast clouds,99,13.95,100,0.89
Solnechnyy,RU,50.7214,136.6319,few clouds,81,-0.58,16,4.5
Gidole,ET,5.65,37.3667,broken clouds,31,74.43,64,4.76
Xuanzhou,CN,30.9525,118.7553,overcast clouds,80,49.42,98,7.81
Kuhdasht,IR,33.535,47.6061,clear sky,44,54.32,3,5.79
